DATA,TOTAL S/ ISENTOS,Passageiros Isentos
11 de jun. de 2020,83793,12232
12 de jun. de 2020,233321,35219
13 de jun. de 2020,128752,19015
14 de jun. de 2020,54311,9938
15 de jun. de 2020,242401,31325
16 de jun. de 2020,239146,30265
17 de jun. de 2020,238611,30196
18 de jun. de 2020,235671,28902
19 de jun. de 2020,237342,29918
20 de jun. de 2020,109308,15537
21 de jun. de 2020,46040,8958
22 de jun. de 2020,235682,29859
23 de jun. de 2020,234581,29112
24 de jun. de 2020,234797,29245
25 de jun. de 2020,227441,27883
26 de jun. de 2020,225930,27419
27 de jun. de 2020,95747,12472
28 de jun. de 2020,41817,8090
29 de jun. de 2020,228994,29187
30 de jun. de 2020,211088,28629
1 de jul. de 2020,199404,26222
2 de jul. de 2020,196096,27254
3 de jul. de 2020,198808,27550
4 de jul. de 2020,92873,14491
5 de jul. de 2020,31541,7435
6 de jul. de 2020,202089,28649
7 de jul. de 2020,202632,29651
8 de jul. de 2020,201260,27182
9 de jul. de 2020,200022,27552
10 de jul. de 2020,201186,27955
11 de jul. de 2020,93105,13414
12 de jul. de 2020,33327,7803
13 de jul. de 2020,201743,27530
14 de jul. de 2020,203344,27118
15 de jul. de 2020,223415,29976
16 de jul. de 2020,228187,29016
17 de jul. de 2020,225817,29530
18 de jul. de 2020,103370,15730
19 de jul. de 2020,42627,8637
20 de jul. de 2020,232641,31043
21 de jul. de 2020,235967,30216
22 de jul. de 2020,237546,30748
23 de jul. de 2020,233701,29310
24 de jul. de 2020,239115,30639
25 de jul. de 2020,108830,15579
26 de jul. de 2020,37318,8411
27 de jul. de 2020,238626,31174
28 de jul. de 2020,241342,31199
29 de jul. de 2020,225810,25672
30 de jul. de 2020,233879,28672
31 de jul. de 2020,243072,31877
1 de ago. de 2020,113224,17334
2 de ago. de 2020,38350,8969
3 de ago. de 2020,251940,35697
4 de ago. de 2020,252299,35825
5 de ago. de 2020,256985,36821
6 de ago. de 2020,256939,36486
7 de ago. de 2020,263837,39555
8 de ago. de 2020,121172,18655
9 de ago. de 2020,41709,9488
10 de ago. de 2020,262269,38185
11 de ago. de 2020,260521,35948
12 de ago. de 2020,259126,34953
13 de ago. de 2020,249252,29989
14 de ago. de 2020,257415,34719
15 de ago. de 2020,97581,12450
16 de ago. de 2020,37452,8217
17 de ago. de 2020,255569,33369
18 de ago. de 2020,248615,28977
19 de ago. de 2020,241733,26921
20 de ago. de 2020,240149,25484
21 de ago. de 2020,234320,25231
22 de ago. de 2020,124920,17321
23 de ago. de 2020,52171,9635
24 de ago. de 2020,264206,34944
25 de ago. de 2020,267141,35924
26 de ago. de 2020,270856,36076
27 de ago. de 2020,267807,35680
28 de ago. de 2020,270145,37320
29 de ago. de 2020,140442,19527
30 de ago. de 2020,61314,11151
31 de ago. de 2020,270798,36910
1 de set. de 2020,274697,38445
2 de set. de 2020,275280,39404
3 de set. de 2020,278173,39867
4 de set. de 2020,280584,42297
5 de set. de 2020,143996,21852
6 de set. de 2020,60548,11581
7 de set. de 2020,75825,12288
8 de set. de 2020,108760,16260
9 de set. de 2020,290979,47389
10 de set. de 2020,290319,42778
11 de set. de 2020,286270,40574
12 de set. de 2020,142657,20283
13 de set. de 2020,46309,10783
14 de set. de 2020,285618,39835
15 de set. de 2020,286025,39337
16 de set. de 2020,287920,39485
17 de set. de 2020,284580,36654
18 de set. de 2020,288066,38839
19 de set. de 2020,144364,20278
20 de set. de 2020,45458,10149
21 de set. de 2020,284130,37431
22 de set. de 2020,287857,37298
23 de set. de 2020,287772,37280
24 de set. de 2020,290846,37875
25 de set. de 2020,290040,39628
26 de set. de 2020,146415,20519
27 de set. de 2020,57933,11370
28 de set. de 2020,250426,27767
29 de set. de 2020,296786,42575
30 de set. de 2020,293943,40961
1 de out. de 2020,298979,42892
2 de out. de 2020,297208,43051
3 de out. de 2020,151466,22163
4 de out. de 2020,62600,12134
5 de out. de 2020,302811,45743
6 de out. de 2020,309142,44536
7 de out. de 2020,313228,46647
8 de out. de 2020,290000,36553
9 de out. de 2020,288441,36478
10 de out. de 2020,165102,25426
11 de out. de 2020,70160,13182
12 de out. de 2020,85671,14192
13 de out. de 2020,315347,47179
14 de out. de 2020,319347,46120
15 de out. de 2020,315700,44003
16 de out. de 2020,313025,44451
17 de out. de 2020,160134,22519
18 de out. de 2020,66688,12841
19 de out. de 2020,307795,42869
20 de out. de 2020,319855,44242
21 de out. de 2020,320550,44442
22 de out. de 2020,315919,42010
23 de out. de 2020,313871,42997
24 de out. de 2020,157358,21635
25 de out. de 2020,68200,13126
26 de out. de 2020,311614,43637
27 de out. de 2020,320234,44342
28 de out. de 2020,322013,45651
29 de out. de 2020,317335,42980
30 de out. de 2020,294054,38032
31 de out. de 2020,156998,22764
1 de nov. de 2020,68544,13878
2 de nov. de 2020,85179,16635
3 de nov. de 2020,317522,49075
4 de nov. de 2020,325421,47932
5 de nov. de 2020,327751,49244
6 de nov. de 2020,332350,50689
7 de nov. de 2020,173490,26122
8 de nov. de 2020,73526,14326
9 de nov. de 2020,323561,49484
10 de nov. de 2020,329643,49091
11 de nov. de 2020,299716,35561
12 de nov. de 2020,325240,46859
13 de nov. de 2020,321726,44804
14 de nov. de 2020,169236,24320
15 de nov. de 2020,86278,18763
16 de nov. de 2020,319295,44001
17 de nov. de 2020,325070,45237
18 de nov. de 2020,301671,35454
19 de nov. de 2020,308218,39549
20 de nov. de 2020,321039,44663
21 de nov. de 2020,163733,22355
22 de nov. de 2020,73119,13344
23 de nov. de 2020,316899,42665
24 de nov. de 2020,319008,42848
25 de nov. de 2020,325991,43845
26 de nov. de 2020,317113,41426
27 de nov. de 2020,313375,42178
28 de nov. de 2020,168802,22972
29 de nov. de 2020,70570,12731
30 de nov. de 2020,314133,43522
1 de dez. de 2020,317562,44754
2 de dez. de 2020,317951,44238
3 de dez. de 2020,298553,39788
4 de dez. de 2020,309538,43429
5 de dez. de 2020,150638,18823
6 de dez. de 2020,41160,8673
7 de dez. de 2020,323171,46632
8 de dez. de 2020,323642,45433
9 de dez. de 2020,322493,42932
10 de dez. de 2020,322753,43340
11 de dez. de 2020,320395,42004
12 de dez. de 2020,172056,22349
13 de dez. de 2020,49336,10675
14 de dez. de 2020,316462,40793
15 de dez. de 2020,318464,41670
16 de dez. de 2020,322507,42596
17 de dez. de 2020,318707,40525
18 de dez. de 2020,320317,41573
19 de dez. de 2020,187135,23433
20 de dez. de 2020,80499,11980
21 de dez. de 2020,313219,42100
22 de dez. de 2020,306261,41747
23 de dez. de 2020,287137,40015
24 de dez. de 2020,159022,24710
25 de dez. de 2020,36364,8151
26 de dez. de 2020,119583,17505
27 de dez. de 2020,47275,10471
28 de dez. de 2020,240975,35173
29 de dez. de 2020,240532,35095
30 de dez. de 2020,230682,36222
31 de dez. de 2020,113125,19310
1 de jan. de 2021,33575,8703
2 de jan. de 2021,95419,16489
3 de jan. de 2021,46325,11299
4 de jan. de 2021,271733,42414
5 de jan. de 2021,280883,42546
6 de jan. de 2021,285868,42570
7 de jan. de 2021,292120,42090
8 de jan. de 2021,290205,44362
9 de jan. de 2021,158800,24026
10 de jan. de 2021,52689,11432
11 de jan. de 2021,303932,45041
12 de jan. de 2021,311400,42780
13 de jan. de 2021,308346,41193
14 de jan. de 2021,307570,40296
15 de jan. de 2021,309524,41313
16 de jan. de 2021,157254,21093
17 de jan. de 2021,55069,10981
18 de jan. de 2021,292225,36528
19 de jan. de 2021,299365,35063
20 de jan. de 2021,315821,41411
21 de jan. de 2021,316173,39785
22 de jan. de 2021,314305,41535
23 de jan. de 2021,159945,21349
24 de jan. de 2021,53935,10942
25 de jan. de 2021,313009,41328
26 de jan. de 2021,321721,42323
27 de jan. de 2021,319845,41242
28 de jan. de 2021,314921,40464
29 de jan. de 2021,317656,42647
30 de jan. de 2021,158404,21400
31 de jan. de 2021,71891,13290
1 de fev. de 2021,320651,45003
2 de fev. de 2021,326041,45130
3 de fev. de 2021,329553,46170
4 de fev. de 2021,328512,43912
5 de fev. de 2021,336145,49728
6 de fev. de 2021,171049,24349
7 de fev. de 2021,73663,13593
8 de fev. de 2021,333748,49424
9 de fev. de 2021,340996,48032
10 de fev. de 2021,341401,48685
11 de fev. de 2021,335341,43060
12 de fev. de 2021,330205,45478
13 de fev. de 2021,163758,23141
14 de fev. de 2021,71720,13233
15 de fev. de 2021,244581,34545
16 de fev. de 2021,218482,28774
17 de fev. de 2021,311101,41676
18 de fev. de 2021,341636,45929
19 de fev. de 2021,337345,45030
20 de fev. de 2021,171459,23174
21 de fev. de 2021,78187,13941
22 de fev. de 2021,344736,45209
23 de fev. de 2021,347373,45119
24 de fev. de 2021,341092,43335
25 de fev. de 2021,343057,42443
26 de fev. de 2021,337306,44840
27 de fev. de 2021,124329,18187
28 de fev. de 2021,39053,7781
1 de mar. de 2021,260079,35644
2 de mar. de 2021,259006,35991
3 de mar. de 2021,264170,36178
4 de mar. de 2021,265489,36690
5 de mar. de 2021,264979,38329
6 de mar. de 2021,121606,18381
7 de mar. de 2021,42651,8932
8 de mar. de 2021,269852,39325
9 de mar. de 2021,266948,34271
10 de mar. de 2021,311912,44016
11 de mar. de 2021,307105,39558
12 de mar. de 2021,302876,39611
13 de mar. de 2021,105890,15752
14 de mar. de 2021,38203,7827
15 de mar. de 2021,216176,28559
16 de mar. de 2021,210194,28130
17 de mar. de 2021,211721,28002
18 de mar. de 2021,210726,27303
19 de mar. de 2021,208544,27705
20 de mar. de 2021,86623,13019
21 de mar. de 2021,35576,7155
22 de mar. de 2021,213699,27924
23 de mar. de 2021,216489,28245
24 de mar. de 2021,218013,28223
25 de mar. de 2021,220855,28977
26 de mar. de 2021,220046,29311
27 de mar. de 2021,105745,16057
28 de mar. de 2021,38822,8519
29 de mar. de 2021,234986,31604
30 de mar. de 2021,239898,33185
31 de mar. de 2021,248458,34066
1 de abr. de 2021,243756,36121
2 de abr. de 2021,70474,11097
3 de abr. de 2021,103615,18172
4 de abr. de 2021,39800,8954
5 de abr. de 2021,281966,41909
6 de abr. de 2021,293721,41856
7 de abr. de 2021,299113,42614
8 de abr. de 2021,301718,42520
9 de abr. de 2021,299887,41525
10 de abr. de 2021,153357,21120
11 de abr. de 2021,45889,9889
12 de abr. de 2021,301494,42212
13 de abr. de 2021,305249,40064
14 de abr. de 2021,307087,40465
15 de abr. de 2021,309110,39803
16 de abr. de 2021,305817,40888
17 de abr. de 2021,153058,20933
18 de abr. de 2021,48484,9994
19 de abr. de 2021,307700,41219
20 de abr. de 2021,317792,43583
21 de abr. de 2021,106914,16564
22 de abr. de 2021,317515,42656
23 de abr. de 2021,312517,41327
24 de abr. de 2021,158572,21479
25 de abr. de 2021,49663,10797
26 de abr. de 2021,315545,42908
27 de abr. de 2021,318823,41852
28 de abr. de 2021,321792,42722
29 de abr. de 2021,318417,40607
30 de abr. de 2021,316107,43240
1 de mai. de 2021,103026,16593
2 de mai. de 2021,52621,11487
3 de mai. de 2021,320618,46624
4 de mai. de 2021,327399,47282
5 de mai. de 2021,329205,48108
6 de mai. de 2021,324010,45277
7 de mai. de 2021,311540,44489
8 de mai. de 2021,161909,21858
9 de mai. de 2021,67477,11547
10 de mai. de 2021,301258,43917
11 de mai. de 2021,323328,45814
12 de mai. de 2021,328215,35187
13 de mai. de 2021,325801,44112
14 de mai. de 2021,327130,43995
15 de mai. de 2021,162311,21976
16 de mai. de 2021,53554,11359
17 de mai. de 2021,325532,45618
18 de mai. de 2021,330109,45719
19 de mai. de 2021,326041,44382
20 de mai. de 2021,331370,43411
21 de mai. de 2021,324720,44487
22 de mai. de 2021,112632,13909
23 de mai. de 2021,47418,9616
24 de mai. de 2021,320530,41595
25 de mai. de 2021,324389,43326
26 de mai. de 2021,319980,43016
27 de mai. de 2021,321990,42498
28 de mai. de 2021,317615,43376
29 de mai. de 2021,124138,16668
30 de mai. de 2021,42113,8441
31 de mai. de 2021,282665,38399
1 de jun. de 2021,286571,42385
2 de jun. de 2021,287632,44297
3 de jun. de 2021,83824,12692
4 de jun. de 2021,242670,40213
5 de jun. de 2021,121554,19180
6 de jun. de 2021,45220,10246
7 de jun. de 2021,271584,36693
8 de jun. de 2021,291126,44610
9 de jun. de 2021,314916,47451
10 de jun. de 2021,322211,46100
11 de jun. de 2021,323840,46301
12 de jun. de 2021,164530,23359
13 de jun. de 2021,54812,11104
14 de jun. de 2021,316716,43960
15 de jun. de 2021,327848,45774
16 de jun. de 2021,324022,43794
17 de jun. de 2021,321410,40313
18 de jun. de 2021,316504,40875
19 de jun. de 2021,128976,12874
20 de jun. de 2021,55217,10659
21 de jun. de 2021,317449,41106
22 de jun. de 2021,323646,40157
23 de jun. de 2021,325678,42406
24 de jun. de 2021,328673,41957
25 de jun. de 2021,326681,44658
26 de jun. de 2021,165340,21941
27 de jun. de 2021,61572,12088
28 de jun. de 2021,307495,36262
29 de jun. de 2021,312873,39338
30 de jun. de 2021,317334,42097
1 de jul. de 2021,325068,44417
2 de jul. de 2021,327517,47696
3 de jul. de 2021,168313,23573
4 de jul. de 2021,59504,11658
5 de jul. de 2021,325396,47991
6 de jul. de 2021,330196,47150
7 de jul. de 2021,339255,51223
8 de jul. de 2021,335996,48045
9 de jul. de 2021,332435,48304
10 de jul. de 2021,177776,24195
11 de jul. de 2021,73681,13275
12 de jul. de 2021,331308,48750
13 de jul. de 2021,334206,47269
14 de jul. de 2021,334527,47090
15 de jul. de 2021,334891,45190
16 de jul. de 2021,318606,38545
17 de jul. de 2021,171625,22505
18 de jul. de 2021,74954,12318
19 de jul. de 2021,325777,42177
20 de jul. de 2021,333764,43835
21 de jul. de 2021,339937,45810
22 de jul. de 2021,339803,44377
23 de jul. de 2021,338563,44888
24 de jul. de 2021,177032,23259
25 de jul. de 2021,78109,13877
26 de jul. de 2021,343924,47440
27 de jul. de 2021,339110,42865
28 de jul. de 2021,333764,41933
29 de jul. de 2021,326104,39685
30 de jul. de 2021,331632,44319
31 de jul. de 2021,170520,22570
1 de ago. de 2021,72003,12812
2 de ago. de 2021,339078,49475
3 de ago. de 2021,360451,51625
4 de ago. de 2021,355389,50778
5 de ago. de 2021,356224,50570
6 de ago. de 2021,360686,53336
7 de ago. de 2021,185280,24984
8 de ago. de 2021,79866,14045
9 de ago. de 2021,358843,52231
10 de ago. de 2021,369930,54065
11 de ago. de 2021,358176,48548
12 de ago. de 2021,344867,42098
13 de ago. de 2021,308106,30809
14 de ago. de 2021,169813,22138
15 de ago. de 2021,75919,13648
16 de ago. de 2021,331137,38068
17 de ago. de 2021,371827,52064
18 de ago. de 2021,370331,51374
19 de ago. de 2021,370609,48654
20 de ago. de 2021,367975,49014
21 de ago. de 2021,189305,25168
22 de ago. de 2021,81172,14829
23 de ago. de 2021,365915,48741
24 de ago. de 2021,374884,49585
25 de ago. de 2021,375922,51389
26 de ago. de 2021,365565,45036
27 de ago. de 2021,361915,45678
28 de ago. de 2021,173412,21351
29 de ago. de 2021,77963,13339
30 de ago. de 2021,370751,50236
31 de ago. de 2021,377350,51695
1 de set. de 2021,382121,56111
2 de set. de 2021,383522,54171
3 de set. de 2021,379489,55555
4 de set. de 2021,189649,26514
5 de set. de 2021,85352,14469
6 de set. de 2021,247167,42581
7 de set. de 2021,102252,15125
8 de set. de 2021,166706,23732
9 de set. de 2021,387904,60037
10 de set. de 2021,387058,57790
11 de set. de 2021,188549,26618
12 de set. de 2021,84685,15437
13 de set. de 2021,382890,54447
14 de set. de 2021,380328,49313
15 de set. de 2021,386968,52606
16 de set. de 2021,368851,41827
17 de set. de 2021,374509,47732
18 de set. de 2021,189915,27142
19 de set. de 2021,85813,15349
20 de set. de 2021,387006,52979
21 de set. de 2021,394182,52349
22 de set. de 2021,395231,52711
23 de set. de 2021,392830,50995
24 de set. de 2021,390896,52280
25 de set. de 2021,197613,26108
26 de set. de 2021,94410,15939
27 de set. de 2021,389937,53360
28 de set. de 2021,401032,54173
29 de set. de 2021,400785,53921
30 de set. de 2021,401591,53652
1 de out. de 2021,370489,45897
2 de out. de 2021,198376,28839
3 de out. de 2021,69628,10523
4 de out. de 2021,379116,48360
5 de out. de 2021,410238,61510
6 de out. de 2021,414748,60623
7 de out. de 2021,412050,57680
8 de out. de 2021,411423,59169
9 de out. de 2021,196119,26179
10 de out. de 2021,85469,14719
11 de out. de 2021,299794,43884
12 de out. de 2021,119719,17615
13 de out. de 2021,419503,62493
14 de out. de 2021,419796,56819
15 de out. de 2021,395975,49115
16 de out. de 2021,204627,27962
17 de out. de 2021,81475,14256
18 de out. de 2021,404388,51838
19 de out. de 2021,414381,54694
20 de out. de 2021,422479,57730
21 de out. de 2021,419848,55236
22 de out. de 2021,418984,56331
23 de out. de 2021,204334,26913
24 de out. de 2021,84346,14922
25 de out. de 2021,417914,57249
26 de out. de 2021,428115,60374
27 de out. de 2021,431127,60521
28 de out. de 2021,428874,58252
29 de out. de 2021,423072,61923
30 de out. de 2021,209679,29324
31 de out. de 2021,88042,15218
1 de nov. de 2021,304000,44616
2 de nov. de 2021,121245,22266
3 de nov. de 2021,442743,68724
4 de nov. de 2021,439621,63958
5 de nov. de 2021,441064,65856
6 de nov. de 2021,224599,30871
7 de nov. de 2021,98094,17414
8 de nov. de 2021,438885,65393
9 de nov. de 2021,445617,65520
10 de nov. de 2021,449576,65979
11 de nov. de 2021,439616,57601
12 de nov. de 2021,435199,60329
13 de nov. de 2021,217134,29828
14 de nov. de 2021,108397,17792
15 de nov. de 2021,122625,19110
16 de nov. de 2021,444648,63304
17 de nov. de 2021,449751,63761
18 de nov. de 2021,433107,55319
19 de nov. de 2021,441794,60805
20 de nov. de 2021,226069,30989
21 de nov. de 2021,114579,18888
22 de nov. de 2021,438887,60901
23 de nov. de 2021,447167,60504
24 de nov. de 2021,449359,64141
25 de nov. de 2021,449478,60512
26 de nov. de 2021,445611,61412
27 de nov. de 2021,228869,31406
28 de nov. de 2021,107409,18836
29 de nov. de 2021,433381,60269
30 de nov. de 2021,449812,63175
1 de dez. de 2021,451296,66564
2 de dez. de 2021,448823,64822
3 de dez. de 2021,446757,64991
4 de dez. de 2021,241961,33190
5 de dez. de 2021,108306,18635
6 de dez. de 2021,439953,66152
7 de dez. de 2021,448681,67870
8 de dez. de 2021,455604,69852
9 de dez. de 2021,452335,65346
10 de dez. de 2021,442902,64548
11 de dez. de 2021,244580,32696
12 de dez. de 2021,117573,19276
13 de dez. de 2021,432454,62243
14 de dez. de 2021,430753,61070
15 de dez. de 2021,442904,65002
16 de dez. de 2021,446233,61911
17 de dez. de 2021,432293,62293
18 de dez. de 2021,248382,33479
19 de dez. de 2021,130822,20814
20 de dez. de 2021,417647,61210
21 de dez. de 2021,413041,58442
22 de dez. de 2021,395766,58014
23 de dez. de 2021,364814,52525
24 de dez. de 2021,194658,32131
25 de dez. de 2021,54470,10923
26 de dez. de 2021,88961,15304
27 de dez. de 2021,293200,41255
28 de dez. de 2021,306660,45943
29 de dez. de 2021,292396,44856
30 de dez. de 2021,249297,36483
31 de dez. de 2021,132611,24377
1 de jan. de 2022,47815,10860
2 de jan. de 2022,81396,15644
3 de jan. de 2022,305389,47506
4 de jan. de 2022,326195,51475
5 de jan. de 2022,344791,55722
6 de jan. de 2022,339608,51080
7 de jan. de 2022,353381,58461
8 de jan. de 2022,190623,29259
9 de jan. de 2022,88361,16892
10 de jan. de 2022,368719,58536
11 de jan. de 2022,369112,54684
12 de jan. de 2022,372647,56011
13 de jan. de 2022,368323,52093
14 de jan. de 2022,359177,50773
15 de jan. de 2022,177492,26090
16 de jan. de 2022,87411,16167
17 de jan. de 2022,363437,51917
18 de jan. de 2022,368092,51289
19 de jan. de 2022,374285,54839
20 de jan. de 2022,369878,49812
21 de jan. de 2022,367360,51784
22 de jan. de 2022,190111,26555
23 de jan. de 2022,90157,16326
24 de jan. de 2022,367571,50713
25 de jan. de 2022,379001,53512
26 de jan. de 2022,379013,53750
27 de jan. de 2022,369361,49342
28 de jan. de 2022,360720,48967
29 de jan. de 2022,180304,24072
30 de jan. de 2022,84832,16156
31 de jan. de 2022,383400,55664
1 de fev. de 2022,392553,57977
2 de fev. de 2022,400228,60901
3 de fev. de 2022,394526,57988
4 de fev. de 2022,390291,57682
5 de fev. de 2022,209388,30573
6 de fev. de 2022,94396,17500
7 de fev. de 2022,428035,65790
8 de fev. de 2022,432622,62492
9 de fev. de 2022,435130,63911
10 de fev. de 2022,439012,61525
11 de fev. de 2022,430212,60249
12 de fev. de 2022,211080,30042
13 de fev. de 2022,102324,18762
14 de fev. de 2022,438540,59643
15 de fev. de 2022,450451,62061
16 de fev. de 2022,457997,63391
17 de fev. de 2022,449620,58921
18 de fev. de 2022,445414,60054
19 de fev. de 2022,210224,29896
20 de fev. de 2022,97822,18140
21 de fev. de 2022,449041,59622
22 de fev. de 2022,462716,62520
23 de fev. de 2022,462301,63030
24 de fev. de 2022,459173,61010
25 de fev. de 2022,441330,62010
26 de fev. de 2022,196348,28959
27 de fev. de 2022,101327,18311
28 de fev. de 2022,239792,37905
1 de mar. de 2022,169727,25859
2 de mar. de 2022,355558,54989
3 de mar. de 2022,459482,67718
4 de mar. de 2022,447998,66844
5 de mar. de 2022,212739,33623
6 de mar. de 2022,95753,19082
7 de mar. de 2022,472217,69793
8 de mar. de 2022,478998,70811
9 de mar. de 2022,482732,73083
10 de mar. de 2022,485156,68509
11 de mar. de 2022,475034,66271
12 de mar. de 2022,209931,30619
13 de mar. de 2022,88688,16626
14 de mar. de 2022,472556,65174
15 de mar. de 2022,489028,67580
16 de mar. de 2022,485331,66406
17 de mar. de 2022,491265,66306
18 de mar. de 2022,475478,64443
19 de mar. de 2022,205081,28943
20 de mar. de 2022,96258,18423
21 de mar. de 2022,477393,63224
22 de mar. de 2022,486849,65578
23 de mar. de 2022,495951,68819
24 de mar. de 2022,481595,62517
25 de mar. de 2022,474609,63971
26 de mar. de 2022,219452,31637
27 de mar. de 2022,98627,19432
28 de mar. de 2022,483746,66655
29 de mar. de 2022,492034,67309
30 de mar. de 2022,493284,67426
31 de mar. de 2022,503071,65742
1 de abr. de 2022,459644,59416
2 de abr. de 2022,212878,31796
3 de abr. de 2022,102574,19613
4 de abr. de 2022,492721,70588
5 de abr. de 2022,502770,75452
6 de abr. de 2022,513480,76944
7 de abr. de 2022,508122,74298
8 de abr. de 2022,480544,69496
9 de abr. de 2022,240319,35708
10 de abr. de 2022,114796,21745
11 de abr. de 2022,494568,69261
12 de abr. de 2022,493026,66408
13 de abr. de 2022,513245,77247
14 de abr. de 2022,454364,64524
15 de abr. de 2022,128073,20486
16 de abr. de 2022,195640,31768
17 de abr. de 2022,87801,17082
18 de abr. de 2022,482864,66098
19 de abr. de 2022,502175,71128
20 de abr. de 2022,504333,74353
21 de abr. de 2022,148440,21975
22 de abr. de 2022,342400,47708
23 de abr. de 2022,205450,29243
24 de abr. de 2022,100541,20197
25 de abr. de 2022,492937,70901
26 de abr. de 2022,503881,70804
27 de abr. de 2022,495923,72531
28 de abr. de 2022,501856,69573
29 de abr. de 2022,483628,68391
30 de abr. de 2022,221999,32443
1 de mai. de 2022,90291,19669
2 de mai. de 2022,491576,71905
3 de mai. de 2022,472816,62757
4 de mai. de 2022,504434,74268
5 de mai. de 2022,504506,74862
6 de mai. de 2022,494638,76816
7 de mai. de 2022,246350,35973
8 de mai. de 2022,102901,18217
9 de mai. de 2022,482291,70924
10 de mai. de 2022,503281,75258
11 de mai. de 2022,493345,69288
12 de mai. de 2022,496055,70089
13 de mai. de 2022,486446,70304
14 de mai. de 2022,226833,33047
15 de mai. de 2022,104457,19543
16 de mai. de 2022,490713,69610
17 de mai. de 2022,481336,64007
18 de mai. de 2022,469614,57541
19 de mai. de 2022,479596,63005
20 de mai. de 2022,471774,64575
21 de mai. de 2022,222012,32036
22 de mai. de 2022,99547,18930
23 de mai. de 2022,480521,65673
24 de mai. de 2022,492677,67754
25 de mai. de 2022,495405,71125
26 de mai. de 2022,490064,67298
27 de mai. de 2022,464830,66471
28 de mai. de 2022,221443,31740
29 de mai. de 2022,96646,18106
30 de mai. de 2022,451637,55200
31 de mai. de 2022,474729,61892
1 de jun. de 2022,456938,53879
2 de jun. de 2022,436242,49465
3 de jun. de 2022,473464,68331
4 de jun. de 2022,222968,32760
5 de jun. de 2022,99047,18995
